SEQN,Gender,Age,Race,Citizenship,Edu_y,Edu_a,Language,HouseholdSize,Child_5,Child_17,Old,Income,IncPov
84935,Male,26,Non-Hispanic White,US Citizen,,High School,English,3,0,1,0,"$ 100,000 +",5
84936,Female,12,Non-Hispanic Asian,US Citizen,Middle School,,English,4,0,2,0,"$ 75,000 - 99,999",3.09
84937,Female,26,Non-Hispanic Black,US Citizen,,9th-11th,English,5,3,0,0,"$ 10,000 - 19,999",0.42
84938,Male,77,Other Race,US Citizen,,High School,English,7,2,1,1,"$ 35,000 - 54,999",1.08
84939,Male,1,Mexican American,US Citizen,,,English,6,2,3,0,"$ 10,000 - 19,999",0.63
84940,Male,52,Non-Hispanic Asian,US Citizen,,College Grad and above,English,4,0,1,0,"$ 100,000 +",4.12
84941,Male,5,Mexican American,US Citizen,,,English,5,1,1,0,"$ 100,000 +",3.52
84942,Male,3,Non-Hispanic Black,US Citizen,,,English,7,3,0,0,"$ 100,000 +",2.72
84943,Male,19,Other Hispanic,US Citizen,High School,,English,4,0,0,0,"$ 55,000 - 74,999",2.68
84944,Female,60,Non-Hispanic White,US Citizen,,College/AA degree,English,2,0,0,2,"$ 10,000 - 19,999",0.84
84945,Female,30,Non-Hispanic Black,US Citizen,,College Grad and above,English,4,0,0,0,"$ 100,000 +",5
84946,Female,38,Other Hispanic,Not a US Citizen,,Less than 9th Grade,Spanish,7,0,4,0,"$ 10,000 - 19,999",0.34
84947,Male,24,Non-Hispanic White,US Citizen,,College/AA degree,English,1,0,0,0,"$ 20,000 - 34,999",2.72
84948,Female,41,Non-Hispanic Black,US Citizen,,College Grad and above,English,2,0,0,0,"$ 75,000 - 99,999",4.83
84949,Female,78,Non-Hispanic Black,US Citizen,,College/AA degree,English,1,0,0,1,"$ 20,000 - 34,999",2.36
84950,Male,48,Non-Hispanic Asian,Not a US Citizen,,College Grad and above,English,3,0,1,0,"$ 100,000 +",5
84951,Male,1,Non-Hispanic White,US Citizen,,,English,3,1,0,0,"$ 75,000 - 99,999",3.72
84952,Female,68,Non-Hispanic Asian,US Citizen,,High School,English,3,0,0,1,"$ 55,000 - 74,999",3.57
84953,Male,2,Non-Hispanic Black,US Citizen,,,English,7,2,4,0,"$ 0 - 9,999",0.07
84954,Female,64,Non-Hispanic Black,US Citizen,,College Grad and above,English,1,0,0,1,"$ 20,000 - 34,999",2.1
84955,Female,0,Mexican American,US Citizen,,,Spanish,3,1,0,0,"$ 10,000 - 19,999",0.75
84956,Female,43,Non-Hispanic White,US Citizen,,College/AA degree,English,2,0,0,0,"$ 75,000 - 99,999",5
84957,Male,21,Non-Hispanic Black,US Citizen,,College/AA degree,English,3,0,0,0,"$ 100,000 +",5
84958,Female,9,Non-Hispanic White,US Citizen,Primary School,,English,5,0,3,0,"$ 100,000 +",3.94
84959,Female,8,Non-Hispanic Black,US Citizen,Primary School,,English,4,0,1,0,"$ 55,000 - 74,999",2.47
84960,Female,35,Mexican American,Not a US Citizen,,9th-11th,Spanish,5,1,2,0,"$ 35,000 - 54,999",1.41
84961,Female,0,Non-Hispanic White,US Citizen,,,English,3,1,0,0,"$ 20,000 - 34,999",1.29
84962,Female,57,Non-Hispanic Black,US Citizen,,College Grad and above,English,2,0,0,0,"$ 100,000 +",5
84963,Female,16,Non-Hispanic White,US Citizen,High School,,English,2,0,1,0,"$ 0 - 9,999",0.53
84964,Female,22,Mexican American,Not a US Citizen,,High School,English,3,1,0,0,"$ 35,000 - 54,999",1.99
84965,Female,16,Other Hispanic,US Citizen,High School,,English,5,1,2,0,"$ 20,000 - 34,999",0.74
84966,Male,48,Non-Hispanic Black,US Citizen,,College/AA degree,English,4,1,1,0,"$ 100,000 +",5
84967,Male,76,Non-Hispanic White,US Citizen,,College/AA degree,English,2,0,0,2,"$ 55,000 - 74,999",3.45
84968,Male,8,Non-Hispanic Asian,US Citizen,Primary School,,English,5,0,3,0,"$ 35,000 - 54,999",1.58
84969,Male,60,Non-Hispanic Black,US Citizen,,College Grad and above,English,3,0,0,2,"$ 100,000 +",5
84970,Male,51,Other Hispanic,US Citizen,,Less than 9th Grade,Spanish,4,0,0,0,"$ 0 - 9,999",0.02
84971,Male,3,Mexican American,US Citizen,,,English,5,1,2,0,"$ 75,000 - 99,999",2.75
84972,Female,74,Other Hispanic,US Citizen,,College/AA degree,Spanish,1,0,0,1,"$ 10,000 - 19,999",0.88
84973,Female,18,Non-Hispanic White,US Citizen,High School,,English,6,0,1,2,"$ 35,000 - 54,999",1.15
84974,Female,28,Non-Hispanic White,US Citizen,,College/AA degree,English,2,0,0,0,"$ 55,000 - 74,999",3.82
84975,Female,1,Non-Hispanic White,US Citizen,,,English,5,2,1,0,"$ 75,000 - 99,999",2.99
84976,Male,31,Non-Hispanic White,US Citizen,,9th-11th,English,5,0,3,0,"$ 20,000 - 34,999",0.92
84977,Male,29,Non-Hispanic White,Not a US Citizen,,College Grad and above,English,2,0,0,0,"$ 100,000 +",5
84978,Female,60,Other Hispanic,Not a US Citizen,,9th-11th,Spanish,3,0,0,2,"$ 20,000 - 34,999",1.49
84979,Female,63,Non-Hispanic Black,US Citizen,,High School,English,5,1,0,2,"$ 75,000 - 99,999",3.16
84980,Male,54,Mexican American,US Citizen,,College/AA degree,English,1,0,0,0,"$ 0 - 9,999",0.29
84981,Male,4,Non-Hispanic White,US Citizen,,,English,7,2,2,0,"$ 35,000 - 54,999",0.98
84982,Male,26,Mexican American,Not a US Citizen,,Less than 9th Grade,Spanish,4,2,0,0,"$ 20,000 - 34,999",1.24
84983,Female,10,Non-Hispanic Black,US Citizen,Primary School,,English,2,0,1,0,"$ 10,000 - 19,999",0.94
84984,Male,14,Mexican American,US Citizen,Middle School,,English,4,0,2,1,"$ 75,000 - 99,999",3.25
84985,Female,26,Other Hispanic,US Citizen,,High School,English,4,1,1,0,"$ 100,000 +",5
84986,Male,2,Other Race,US Citizen,,,English,4,2,0,0,"$ 35,000 - 54,999",2.06
84987,Male,2,Other Hispanic,US Citizen,,,English,6,3,1,0,"$ 35,000 - 54,999",1.53
84988,Male,52,Mexican American,Not a US Citizen,,Less than 9th Grade,Spanish,3,0,2,0,"$ 0 - 9,999",0.06
84989,Female,37,Other Race,US Citizen,,High School,English,7,2,1,0,"$ 100,000 +",3.74
84990,Female,33,Mexican American,US Citizen,,College Grad and above,English,5,2,1,0,"$ 75,000 - 99,999",2.64
84991,Male,0,Mexican American,US Citizen,,,English,4,2,0,0,"$ 35,000 - 54,999",1.73
84992,Male,68,Non-Hispanic Black,US Citizen,,High School,English,1,0,0,1,"$ 20,000 - 34,999",2.17
84993,Male,2,Other Race,US Citizen,,,English,4,1,1,0,"$ 100,000 +",5
84994,Male,11,Non-Hispanic Black,US Citizen,Primary School,,English,4,1,1,0,"$ 75,000 - 99,999",3.09
84995,Female,68,Non-Hispanic White,US Citizen,,High School,English,1,0,0,1,"$ 0 - 9,999",0.76
84996,Female,1,Other Hispanic,US Citizen,,,Spanish,7,1,2,0,"$ 20,000 - 34,999",
84997,Female,29,Non-Hispanic Asian,US Citizen,,College Grad and above,English,5,1,0,0,"$ 100,000 +",5
84998,Female,58,Non-Hispanic Black,US Citizen,,College/AA degree,English,4,2,0,0,"$ 20,000 - 34,999",0.82
84999,Female,14,Non-Hispanic Asian,Not a US Citizen,Middle School,,English,5,0,2,0,"$ 20,000 - 34,999",0.7
85000,Male,80,Non-Hispanic White,US Citizen,,High School,English,3,0,0,3,,
85001,Female,19,Non-Hispanic Black,US Citizen,High School,,English,6,1,0,1,"$ 10,000 - 19,999",
85002,Female,80,Mexican American,Not a US Citizen,,Less than 9th Grade,Spanish,6,0,3,1,,
85003,Female,57,Mexican American,Not a US Citizen,,Less than 9th Grade,Spanish,5,0,2,0,"$ 35,000 - 54,999",1.35
85004,Female,3,Non-Hispanic White,US Citizen,,,English,4,2,0,0,"$ 75,000 - 99,999",3.7
85005,Female,1,Mexican American,US Citizen,,,English,5,2,1,0,"$ 0 - 9,999",0.18
85006,Female,43,Non-Hispanic Black,US Citizen,,College Grad and above,English,2,0,0,0,"$ 100,000 +",5
85007,Male,47,Non-Hispanic White,US Citizen,,College/AA degree,English,3,0,2,0,"$ 20,000 - 34,999",1.44
85008,Male,0,Mexican American,US Citizen,,,English,4,1,0,0,"$ 0 - 9,999",0.21
85009,Female,25,Mexican American,Not a US Citizen,,High School,English,7,3,4,1,"$ 20,000 - 34,999",
85010,Female,20,Other Race,US Citizen,,College/AA degree,English,3,0,1,0,"$ 75,000 - 99,999",3.84
85011,Male,8,Mexican American,US Citizen,Primary School,,Spanish,6,0,2,0,"$ 75,000 - 99,999",1.86
85012,Female,7,Non-Hispanic Black,US Citizen,Primary School,,English,3,0,1,0,"$ 35,000 - 54,999",2.11
85013,Male,0,Other Hispanic,US Citizen,,,English,4,2,0,0,"$ 75,000 - 99,999",3.3
85014,Male,42,Non-Hispanic Black,US Citizen,,High School,English,4,0,2,0,"$ 75,000 - 99,999",3.62
85015,Female,0,Non-Hispanic White,US Citizen,,,English,4,3,0,0,"$ 10,000 - 19,999",0.62
85016,Female,50,Non-Hispanic Asian,Not a US Citizen,,College/AA degree,English,2,0,0,0,"$ 0 - 9,999",0.38
85017,Male,76,Non-Hispanic Black,US Citizen,,College Grad and above,English,4,0,0,3,"$ 100,000 +",4.12
85018,Female,15,Other Race,US Citizen,High School,,English,3,0,1,0,"$ 35,000 - 54,999",2.59
85019,Female,36,Non-Hispanic Black,US Citizen,,9th-11th,English,6,0,4,0,"$ 20,000 - 34,999",0.77
85020,Female,18,Non-Hispanic White,US Citizen,High School,,English,6,0,3,0,"$ 35,000 - 54,999",1.11
85021,Female,6,Mexican American,US Citizen,Never Attended/KG,,Spanish,6,0,4,0,"$ 20,000 - 34,999",
85022,Male,61,Non-Hispanic White,US Citizen,,College/AA degree,English,2,0,0,1,"$ 20,000 - 34,999",2.02
85023,Female,4,Mexican American,US Citizen,,,Spanish,6,2,1,0,"$ 10,000 - 19,999",0.49
85024,Male,49,Non-Hispanic White,US Citizen,,College Grad and above,English,4,0,2,0,"$ 100,000 +",5
85025,Female,4,Non-Hispanic White,US Citizen,,,English,2,1,0,0,"$ 10,000 - 19,999",0.75
85026,Female,5,Mexican American,US Citizen,,,Spanish,6,1,3,0,"$ 10,000 - 19,999",0.55
85027,Male,2,Other Race,US Citizen,,,English,5,2,1,0,"$ 20,000 - 34,999",0.74
85028,Female,51,Non-Hispanic White,US Citizen,,9th-11th,English,2,0,0,1,,0.25
85029,Female,2,Other Race,Not a US Citizen,,,English,3,1,0,0,"$ 55,000 - 74,999",2.99
85030,Female,17,Non-Hispanic Black,US Citizen,High School,,English,6,1,3,0,"$ 55,000 - 74,999",2.09
85031,Female,67,Non-Hispanic White,US Citizen,,9th-11th,English,2,0,0,2,"$ 20,000 - 34,999",1.62
85032,Male,0,Mexican American,US Citizen,,,Spanish,7,3,0,0,"$ 20,000 - 34,999",0.54
85033,Female,70,Other Hispanic,US Citizen,,Less than 9th Grade,Spanish,7,0,0,1,"$ 10,000 - 19,999",0.46
85034,Female,67,Mexican American,US Citizen,,Less than 9th Grade,Spanish,2,0,0,2,"$ 20,000 - 34,999",1.51
85035,Female,80,Other Hispanic,US Citizen,,Less than 9th Grade,English,2,0,0,2,"$ 10,000 - 19,999",0.9
85036,Male,5,Non-Hispanic White,US Citizen,,,English,6,1,3,0,"$ 20,000 - 34,999",0.74
85037,Male,60,Mexican American,US Citizen,,High School,English,2,0,0,1,"$ 75,000 - 99,999",5
85038,Female,3,Non-Hispanic Black,US Citizen,,,English,4,2,0,0,"$ 20,000 - 34,999",0.82
85039,Female,69,Other Hispanic,US Citizen,,9th-11th,English,2,0,0,2,"$ 10,000 - 19,999",1.05
85040,Female,25,Mexican American,Not a US Citizen,,Less than 9th Grade,Spanish,4,1,1,0,"$ 35,000 - 54,999",1.65
85041,Female,78,Other Hispanic,US Citizen,,9th-11th,Spanish,2,0,0,1,"$ 20,000 - 34,999",1.26
85042,Male,23,Mexican American,Not a US Citizen,,Less than 9th Grade,Spanish,2,0,0,0,"$ 20,000 - 34,999",1.19
85043,Male,26,Non-Hispanic Black,US Citizen,,College/AA degree,English,6,2,2,0,"$ 10,000 - 19,999",0.43
85044,Male,0,Non-Hispanic White,US Citizen,,,English,3,1,0,0,"$ 75,000 - 99,999",4.46
85045,Female,3,Non-Hispanic White,US Citizen,,,English,4,2,0,0,"$ 35,000 - 54,999",1.65
85046,Male,1,Non-Hispanic Black,US Citizen,,,English,6,1,1,1,Don't Know,
85047,Female,4,Non-Hispanic White,US Citizen,,,English,3,1,0,0,"$ 100,000 +",5
85048,Male,34,Non-Hispanic Asian,Not a US Citizen,,College Grad and above,English,5,1,1,0,,
85049,Male,52,Non-Hispanic Black,US Citizen,,College/AA degree,English,4,0,1,1,"$ 75,000 - 99,999",3.71
85050,Female,10,Non-Hispanic Asian,US Citizen,Primary School,,English,3,0,1,0,"$ 55,000 - 74,999",2.73
85051,Male,67,Non-Hispanic White,US Citizen,,High School,English,1,0,0,1,"$ 20,000 - 34,999",1.7
85052,Male,34,Non-Hispanic Black,US Citizen,,High School,English,7,2,2,0,"$ 55,000 - 74,999",1.5
85053,Male,58,Non-Hispanic Asian,US Citizen,,9th-11th,English,7,2,4,2,"$ 75,000 - 99,999",1.03
85054,Male,62,Non-Hispanic White,US Citizen,,College/AA degree,English,3,0,0,2,,
85055,Female,39,Non-Hispanic White,US Citizen,,College/AA degree,English,7,0,4,0,"$ 100,000 +",5
85056,Female,4,Mexican American,US Citizen,,,Spanish,7,2,2,0,"$ 35,000 - 54,999",1.06
85057,Male,67,Non-Hispanic White,Not a US Citizen,,College/AA degree,English,3,0,0,2,"$ 75,000 - 99,999",4.23
85058,Male,5,Non-Hispanic White,US Citizen,,,English,3,1,0,0,,
85059,Female,6,Mexican American,US Citizen,Never Attended/KG,,English,6,2,3,0,"$ 10,000 - 19,999",0.04
85060,Male,55,Mexican American,US Citizen,,High School,English,2,0,0,0,"$ 75,000 - 99,999",4.99
85061,Male,70,Non-Hispanic Asian,US Citizen,,High School,English,2,0,0,2,"$ 10,000 - 19,999",0.83
85062,Male,57,Non-Hispanic Asian,US Citizen,,College Grad and above,English,7,2,4,2,"$ 75,000 - 99,999",1.03
85063,Female,26,Non-Hispanic Black,US Citizen,,High School,English,3,0,0,1,"$ 55,000 - 74,999",3.67
85064,Male,70,Non-Hispanic White,US Citizen,,High School,English,2,0,0,1,"$ 10,000 - 19,999",0.82
85065,Female,7,Other Hispanic,US Citizen,Never Attended/KG,,Spanish,5,1,2,0,"$ 20,000 - 34,999",0.7
85066,Male,49,Other Hispanic,Refused,,9th-11th,Spanish,3,0,1,0,"$ 75,000 - 99,999",4.23
85067,Male,80,Non-Hispanic White,US Citizen,,College/AA degree,English,2,0,0,2,"$ 55,000 - 74,999",3.77
85068,Female,0,Mexican American,US Citizen,,,English,4,2,0,0,"$ 35,000 - 54,999",1.65
85069,Female,74,Non-Hispanic Asian,US Citizen,,College Grad and above,English,3,0,0,1,"$ 20,000 - 34,999",1.19
85070,Male,5,Non-Hispanic Black,US Citizen,,,English,2,1,0,0,"$ 10,000 - 19,999",0.94
85071,Male,0,Non-Hispanic Asian,US Citizen,,,English,5,2,1,0,"$ 10,000 - 19,999",0.64
85072,Female,0,Mexican American,US Citizen,,,Spanish,7,1,2,0,Don't Know,
85073,Female,41,Mexican American,US Citizen,,Less than 9th Grade,English,4,0,2,0,"$ 10,000 - 19,999",0.59
85074,Female,23,Non-Hispanic Asian,US Citizen,,College/AA degree,English,7,2,1,0,"$ 100,000 +",3.74
85075,Female,41,Other Hispanic,Not a US Citizen,,High School,Spanish,4,0,0,0,"$ 10,000 - 19,999",0.62
85076,Female,36,Mexican American,US Citizen,,College/AA degree,English,4,0,2,0,,
85077,Male,70,Mexican American,US Citizen,,9th-11th,English,6,1,2,2,"$ 10,000 - 19,999",0.58
85078,Male,17,Other Hispanic,US Citizen,High School,,English,7,1,3,0,"$ 35,000 - 54,999",0.84
85079,Female,74,Non-Hispanic Black,Not a US Citizen,,Less than 9th Grade,English,6,1,0,1,"$ 55,000 - 74,999",2.21
85080,Male,1,Non-Hispanic Black,US Citizen,,,English,5,2,2,0,"$ 10,000 - 19,999",0.53
85081,Male,11,Non-Hispanic Asian,Not a US Citizen,Primary School,,English,4,0,2,0,"$ 100,000 +",5
85082,Female,0,Mexican American,US Citizen,,,Spanish,5,2,1,0,"$ 10,000 - 19,999",0.46
85083,Male,0,Mexican American,US Citizen,,,English,4,2,0,0,"$ 20,000 - 34,999",0.82
85084,Female,2,Non-Hispanic Black,US Citizen,,,English,3,1,1,0,"$ 20,000 - 34,999",0.99
85085,Female,9,Mexican American,US Citizen,Primary School,,Spanish,5,0,1,0,"$ 35,000 - 54,999",1.5
85086,Male,0,Non-Hispanic Asian,US Citizen,,,English,7,2,1,0,"$ 0 - 9,999",5.40E-79
85087,Male,21,Other Hispanic,Not a US Citizen,,College/AA degree,English,4,0,0,0,"$ 100,000 +",4.94
85088,Female,68,Non-Hispanic White,US Citizen,,High School,English,2,0,0,2,"$ 20,000 - 34,999",1.26
85089,Female,2,Other Race,US Citizen,,,English,4,2,0,0,"$ 35,000 - 54,999",1.73
85090,Female,9,Other Hispanic,US Citizen,Primary School,,English,5,1,2,0,"$ 20,000 - 34,999",0.84
85091,Female,16,Mexican American,US Citizen,Middle School,,English,7,2,4,2,"$ 10,000 - 19,999",0.42
85092,Male,26,Non-Hispanic White,US Citizen,,College Grad and above,English,3,0,0,0,"$ 100,000 +",4.25
85093,Female,61,Non-Hispanic White,US Citizen,,9th-11th,English,3,0,0,1,"$ 75,000 - 99,999",4.46
85094,Female,6,Mexican American,US Citizen,Primary School,,Spanish,5,1,2,0,"$ 10,000 - 19,999",0.65
85095,Female,22,Other Hispanic,Not a US Citizen,,High School,Spanish,6,0,0,0,"$ 75,000 - 99,999",2.87
85096,Female,18,Other Race,US Citizen,High School,,English,6,0,3,0,,
85097,Male,1,Mexican American,US Citizen,,,Spanish,4,1,1,0,"$ 10,000 - 19,999",0.62
85098,Female,68,Mexican American,Not a US Citizen,,Less than 9th Grade,English,5,0,2,1,"$ 20,000 - 34,999",1.18
85099,Female,7,Non-Hispanic White,US Citizen,Primary School,,English,5,0,3,0,"$ 100,000 +",3.52
85100,Female,13,Non-Hispanic Black,US Citizen,Middle School,,English,6,0,4,0,"$ 20,000 - 34,999",0.92
85101,Male,63,Mexican American,US Citizen,,High School,English,2,0,0,1,"$ 20,000 - 34,999",1.88
85102,Female,13,Non-Hispanic Black,US Citizen,Middle School,,English,2,0,1,0,"$ 55,000 - 74,999",4.39
85103,Male,51,Mexican American,US Citizen,,College Grad and above,English,4,0,0,0,"$ 100,000 +",4.74
85104,Female,29,Mexican American,Not a US Citizen,,9th-11th,Spanish,5,2,1,0,"$ 55,000 - 74,999",2.11
85105,Male,14,Non-Hispanic White,US Citizen,Middle School,,English,7,0,4,0,"$ 100,000 +",5
85106,Male,64,Mexican American,Not a US Citizen,,Less than 9th Grade,Spanish,3,0,0,2,"$ 20,000 - 34,999",1.54
85107,Male,24,Other Hispanic,Not a US Citizen,,9th-11th,Spanish,7,1,2,1,"$ 20,000 - 34,999",0.59
85108,Female,16,Mexican American,US Citizen,High School,,English,5,0,4,0,"$ 35,000 - 54,999",1.65
85109,Male,65,Non-Hispanic White,US Citizen,,College Grad and above,English,2,0,0,2,"$ 20,000 - 34,999",
85110,Male,41,Non-Hispanic White,US Citizen,,College Grad and above,English,5,1,2,0,"$ 100,000 +",5
85111,Female,49,Other Hispanic,US Citizen,,College Grad and above,English,2,0,0,1,"$ 35,000 - 54,999",3.33
85112,Female,14,Non-Hispanic White,US Citizen,Middle School,,English,2,0,1,0,"$ 20,000 - 34,999",1.42
85113,Male,21,Non-Hispanic Black,US Citizen,,High School,English,5,0,2,0,"$ 35,000 - 54,999",1.58
85114,Female,22,Other Hispanic,US Citizen,,College/AA degree,English,3,0,0,0,"$ 35,000 - 54,999",2.24
85115,Male,54,Non-Hispanic Asian,US Citizen,,High School,English,2,0,0,0,,
85116,Female,11,Other Hispanic,US Citizen,Primary School,,English,4,0,3,0,"$ 10,000 - 19,999",0.43
85117,Male,37,Non-Hispanic White,US Citizen,,College Grad and above,English,1,0,0,0,"$ 20,000 - 34,999",1.78
85118,Female,45,Non-Hispanic White,US Citizen,,College/AA degree,English,2,0,0,0,"$ 55,000 - 74,999",3.56
85119,Male,78,Non-Hispanic Asian,US Citizen,,College Grad and above,English,2,0,0,2,"$ 20,000 - 34,999",1.69
85120,Male,65,Non-Hispanic White,US Citizen,,9th-11th,English,4,0,2,1,,
85121,Female,1,Non-Hispanic Black,US Citizen,,,English,4,2,0,0,"$ 100,000 +",5
85122,Female,6,Non-Hispanic Black,US Citizen,Never Attended/KG,,English,3,1,1,0,"$ 10,000 - 19,999",0.85
85123,Female,0,Non-Hispanic Black,US Citizen,,,English,4,3,0,0,"$ 20,000 - 34,999",
85124,Female,9,Non-Hispanic Black,US Citizen,Primary School,,English,7,1,2,0,"$ 35,000 - 54,999",1.22
85125,Male,15,Non-Hispanic Black,US Citizen,High School,,English,3,0,1,0,"$ 20,000 - 34,999",1.39
85126,Female,39,Non-Hispanic White,US Citizen,,College/AA degree,English,2,0,0,0,"$ 100,000 +",5
85127,Male,35,Non-Hispanic Black,US Citizen,,High School,English,7,0,4,0,"$ 35,000 - 54,999",1.29
85128,Male,65,Non-Hispanic White,US Citizen,,College Grad and above,English,2,0,0,2,"$ 100,000 +",5
85129,Female,15,Other Hispanic,US Citizen,Middle School,,English,6,0,4,0,"$ 20,000 - 34,999",0.61
85130,Male,9,Other Hispanic,US Citizen,Primary School,,English,5,1,2,0,"$ 55,000 - 74,999",2.11
85131,Female,24,Non-Hispanic White,US Citizen,,College/AA degree,English,2,0,0,0,"$ 100,000 +",4.21
85132,Female,31,Other Hispanic,US Citizen,,College Grad and above,English,2,0,0,0,"$ 100,000 +",5
85133,Female,4,Non-Hispanic Black,US Citizen,,,English,7,1,3,1,"$ 75,000 - 99,999",2.45
85134,Male,9,Other Hispanic,US Citizen,Primary School,,English,4,0,2,0,,
85135,Male,11,Non-Hispanic White,US Citizen,Primary School,,English,6,0,4,0,"$ 55,000 - 74,999",1.84
85136,Male,17,Non-Hispanic Black,US Citizen,High School,,English,5,0,3,0,"$ 35,000 - 54,999",1.41
85137,Male,61,Mexican American,US Citizen,,Less than 9th Grade,Spanish,2,0,0,2,"$ 55,000 - 74,999",3.45
85138,Female,31,Non-Hispanic White,US Citizen,,College/AA degree,English,2,1,0,0,"$ 10,000 - 19,999",0.78
85139,Female,8,Mexican American,US Citizen,Primary School,,Spanish,6,0,3,0,"$ 20,000 - 34,999",0.8
85140,Female,6,Mexican American,US Citizen,Never Attended/KG,,English,5,0,3,0,"$ 55,000 - 74,999",1.94
85141,Female,8,Non-Hispanic White,US Citizen,Primary School,,English,4,0,3,0,"$ 55,000 - 74,999",2.68
85142,Male,71,Mexican American,US Citizen,,Less than 9th Grade,Spanish,3,0,0,2,"$ 20,000 - 34,999",1.24
85143,Male,67,Non-Hispanic White,US Citizen,,College/AA degree,English,2,0,0,1,,
85144,Female,6,Other Race,US Citizen,Never Attended/KG,,English,4,2,1,0,"$ 35,000 - 54,999",1.65
85145,Male,35,Non-Hispanic White,US Citizen,,College/AA degree,English,5,0,2,0,"$ 55,000 - 74,999",2.14
85146,Male,8,Non-Hispanic White,US Citizen,Primary School,,English,5,0,3,0,"$ 35,000 - 54,999",1.41
85147,Female,25,Mexican American,US Citizen,,9th-11th,English,4,2,0,0,"$ 0 - 9,999",0.25
85148,Male,45,Mexican American,Not a US Citizen,,High School,Spanish,6,0,4,0,"$ 35,000 - 54,999",1.23
85149,Male,66,Non-Hispanic Black,US Citizen,,College/AA degree,English,2,0,0,2,"$ 10,000 - 19,999",1.22
85150,Male,9,Non-Hispanic Black,US Citizen,Primary School,,English,7,3,2,0,"$ 0 - 9,999",0.24
85151,Male,14,Mexican American,Not a US Citizen,Middle School,,Spanish,4,0,1,0,"$ 35,000 - 54,999",1.65
85152,Female,72,Non-Hispanic White,US Citizen,,College/AA degree,English,2,0,0,2,"$ 35,000 - 54,999",3.12
85153,Female,3,Mexican American,US Citizen,,,Spanish,5,2,0,0,"$ 35,000 - 54,999",1.41
85154,Female,47,Non-Hispanic Black,US Citizen,,9th-11th,English,3,0,0,0,"$ 10,000 - 19,999",0.71
85155,Female,50,Other Hispanic,US Citizen,,College Grad and above,English,3,0,1,0,"$ 55,000 - 74,999",3.48
85156,Female,73,Non-Hispanic Black,US Citizen,,Less than 9th Grade,English,1,0,0,1,"$ 0 - 9,999",0.73
